chembl_molecule_id,smiles,molregno,pref_name,max_phase,therapeutic_flag,dosed_ingredient,structure_type,chebi_par_id,molecule_type,first_approval,oral,parenteral,topical,black_box_warning,natural_product,first_in_class,chirality,prodrug,inorganic_flag,usan_year,availability_type,usan_stem,polymer_flag,usan_substem,usan_stem_definition,indication_class,withdrawn_flag,chemical_probe,orphan,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score
CHEMBL1739,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-],567201,METOCURINE IODIDE,4.0,1,1,MOL,,Small molecule,1982.0,0,1,0,0,0,0,1,0,0,1975.0,0.0,,0,,,Neuromuscular Blocking Agent,0,0,0,652.83,7.45,6.0,0.0,55.38,4.0,N,2.0,12.99,,-1.85,-1.85,NEUTRAL,906.64,4.0,48.0,0.21,652.3501,C40H48I2N2O6,8.0,0.0,2.0,1.81
CHEMBL1749,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],580438,EDETATE DISODIUM ANHYDROUS,4.0,1,0,MOL,64734.0,Small molecule,1982.0,0,1,0,0,1,0,2,0,0,,1.0,,0,,,Pharmaceutic Aid (chelating agent); Chelating Agent (metal),0,0,0,336.21,,,,,,,,,,,,,336.21,,,,336.0546,C10H14N2Na2O8,,,,
CHEMBL1764,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,583530,LEVOMEPROMAZINE,4.0,1,1,MOL,6838.0,Small molecule,1982.0,0,1,0,0,1,0,1,0,0,2003.0,0.0,,0,,,Analgesic,0,0,0,328.48,4.50,4.0,0.0,15.71,5.0,N,0.0,,9.42,4.25,2.24,BASE,328.48,2.0,23.0,0.80,328.1609,C19H24N2OS,3.0,0.0,0.0,-1.00
CHEMBL1769,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl,595277,PROPOXYCAINE HYDROCHLORIDE,4.0,1,1,MOL,,Small molecule,1982.0,0,1,0,0,0,0,2,0,0,,0.0,-caine,0,-caine,local anesthetics,Anesthetic (local),0,0,0,294.40,2.56,5.0,1.0,64.79,9.0,N,0.0,,8.96,2.60,1.03,BASE,330.86,1.0,21.0,0.56,294.1943,C16H27ClN2O3,5.0,2.0,0.0,-1.01
CHEMBL18,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,1096,ETHOXZOLAMIDE,4.0,1,1,MOL,101096.0,Small molecule,1982.0,1,0,0,0,1,0,2,0,0,,0.0,-zolamide,0,-zolamide,carbonic anhydrase inhibitors,,0,0,0,258.32,1.34,5.0,1.0,82.28,3.0,N,0.0,7.51,,1.60,1.39,NEUTRAL,258.32,2.0,16.0,0.90,258.0133,C9H10N2O3S2,5.0,2.0,0.0,-2.07
CHEMBL184,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,365538,ACYCLOVIR,4.0,1,1,MOL,2453.0,Small molecule,1982.0,1,1,1,0,1,0,2,1,0,1979.0,1.0,-vir,0,-vir (-cyclovir),antivirals: antivirals (acyclovir type),Antiviral,0,0,0,225.21,-1.33,7.0,3.0,119.05,4.0,N,0.0,10.16,0.60,-1.55,-1.55,NEUTRAL,225.21,2.0,16.0,0.55,225.0862,C8H11N5O3,8.0,4.0,0.0,-0.10
CHEMBL186314,O=C([O-])[O-].[Na+].[Na+],311503,SODIUM CARBONATE,4.0,0,1,MOL,29377.0,Small molecule,1982.0,0,0,0,0,0,0,2,0,0,,0.0,,0,,,Pharmaceutic Aid (alkalizing agent),0,0,0,105.99,,,,,,,,,,,,,105.99,,,,105.9643,CNa2O3,,,,
CHEMBL1908377,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O,1248748,PYRVINIUM PAMOATE,4.0,1,1,MOL,,Small molecule,1982.0,1,0,0,0,0,0,2,0,0,,0.0,-ium; -vin-,0,-ium; -vin-,quaternary ammonium derivatives; vinca alkaloids,Anthelmintic,0,0,0,382.53,5.31,2.0,0.0,12.05,4.0,N,1.0,,1.48,1.41,1.41,NEUTRAL,1151.42,4.0,29.0,0.44,382.2278,C75H70N6O6,3.0,0.0,1.0,-1.03
CHEMBL2062276,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,1355867,LEVALLORPHAN TARTRATE,4.0,1,1,MOL,,Small molecule,1982.0,0,1,0,0,0,0,1,0,0,,0.0,-orphan,0,-orphan,narcotic antagonists/agonists (morphinan derivatives),,0,0,0,283.41,3.64,2.0,1.0,23.47,2.0,N,0.0,10.36,9.41,3.76,1.99,BASE,433.50,1.0,21.0,0.84,283.1936,C23H31NO7,2.0,1.0,0.0,1.17
CHEMBL2107480,,1379750,PENTETATE INDIUM DISODIUM IN 111,4.0,0,1,NONE,,Small molecule,1982.0,0,1,0,0,0,0,-1,0,0,1979.0,1.0,,0,,,Diagnostic Aid; Radioactive Agent,0,0,0,615.20,,,,,,,,,,,,,611.29,,,,614.9585,C14H21CaInN3Na3O10,,,,
CHEMBL2110368,C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1.O=S(=O)(O)O,1382808,BETHANIDINE SULFATE,4.0,1,1,MOL,31279.0,Small molecule,1982.0,1,0,0,0,0,0,2,0,0,1962.0,0.0,,0,,,Antihypertensive,0,0,0,177.25,0.98,1.0,2.0,36.42,2.0,Y,0.0,,12.41,1.27,-1.15,BASE,452.58,1.0,13.0,0.52,177.1266,C20H32N6O4S,3.0,2.0,0.0,-0.96
CHEMBL2146123,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,1418074,METHACYCLINE HYDROCHLORIDE,4.0,1,1,MOL,6806.0,Small molecule,1982.0,1,0,0,0,0,0,1,0,0,,0.0,-cycline,0,-cycline,antibiotics (tetracycline derivatives),Antibacterial,0,0,0,442.42,-0.44,9.0,6.0,181.62,2.0,N,1.0,2.88,7.41,-3.51,-3.81,ACID,478.89,1.0,32.0,0.33,442.1376,C22H23ClN2O8,10.0,7.0,1.0,1.56
CHEMBL23,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,1278,DILTIAZEM,4.0,1,0,MOL,101278.0,Small molecule,1982.0,1,1,0,0,1,0,1,0,0,1977.0,1.0,-tiazem,0,-tiazem,calcium channel blockers (diltiazem type),"Antihypertensive,Vasodilator (coronary)",0,0,0,414.53,3.37,6.0,0.0,59.08,6.0,N,0.0,12.86,8.18,2.73,1.89,NEUTRAL,414.53,2.0,29.0,0.68,414.1613,C22H26N2O4S,6.0,0.0,0.0,-0.13
CHEMBL2358147,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,1535336,CARPHENAZINE MALEATE,4.0,1,1,MOL,,Small molecule,1982.0,1,0,0,0,0,0,2,0,0,1962.0,0.0,,0,,,Antipsychotic,0,0,0,425.60,3.88,6.0,1.0,47.02,8.0,N,0.0,,7.67,3.35,2.89,NEUTRAL,657.74,2.0,30.0,0.65,425.2137,C32H39N3O10S,5.0,1.0,0.0,-1.02
CHEMBL2360580,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl,1537769,BUCLIZINE HYDROCHLORIDE,4.0,1,1,MOL,61193.0,Small molecule,1982.0,1,0,0,0,0,0,0,0,0,1962.0,0.0,,0,,,,0,0,0,433.04,6.54,2.0,0.0,6.48,5.0,N,1.0,,7.60,7.42,7.01,NEUTRAL,505.96,3.0,31.0,0.45,432.2332,C28H35Cl3N2,2.0,0.0,1.0,-1.32
CHEMBL249837,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,421082,METHACYCLINE,4.0,1,0,MOL,6805.0,Small molecule,1982.0,1,0,0,0,1,0,1,0,0,1962.0,0.0,-cycline,0,-cycline,antibiotics (tetracycline derivatives),Antibacterial,0,0,0,442.42,-0.44,9.0,6.0,181.62,2.0,N,1.0,2.88,7.41,-3.51,-3.81,ACID,442.42,1.0,32.0,0.33,442.1376,C22H22N2O8,10.0,7.0,1.0,1.56
CHEMBL254219,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,419508,DIGITOXIN,4.0,1,1,MOL,28544.0,Small molecule,1982.0,0,1,0,0,1,0,1,0,0,,0.0,-oxin,0,-oxin,"fluoroquinolone derivatives, nonantibacterial indication (e.g., antineoplastic antibiotics)",Cardiotonic,0,0,0,764.95,3.25,13.0,5.0,182.83,7.0,N,2.0,7.18,0.24,3.60,3.18,NEUTRAL,764.95,0.0,54.0,0.19,764.4347,C41H64O13,13.0,5.0,2.0,2.20
CHEMBL261772,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,430250,MECLOCYCLINE SULFOSALICYLATE,4.0,1,1,MOL,,Small molecule,1982.0,0,0,1,0,0,0,-1,0,0,1980.0,0.0,-cycline; -fos-; -sal-,0,-cycline; -fos-; -sal-,antibiotics (tetracycline derivatives); phosphoro-derivatives; anti-inflammatory agents (salicylic acid derivatives),Antibacterial,0,0,0,695.06,,,,,,,,,,,,,695.06,,,,694.0872,C29H27ClN2O14S,,,,
CHEMBL3181832,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],1671123,METHICILLIN SODIUM,4.0,1,1,MOL,34836.0,Small molecule,1982.0,0,1,0,0,1,0,1,0,0,1962.0,0.0,-cillin,0,-cillin,penicillins,,0,0,0,380.42,0.95,6.0,2.0,105.17,5.0,N,0.0,2.96,,0.79,-2.69,ACID,420.42,1.0,26.0,0.73,380.1042,C17H21N2NaO7S,8.0,2.0,0.0,0.43
CHEMBL3184143,N=C(N)NCC1COC2(CCCCC2)O1.N=C(N)NCC1COC2(CCCCC2)O1.O=S(=O)(O)O,1673434,GUANADREL SULFATE,4.0,1,1,MOL,5556.0,Small molecule,1982.0,1,0,0,0,0,0,0,0,0,1968.0,0.0,guan-,0,guan-,antihypertensives (guanidine derivatives),,0,0,0,213.28,0.55,3.0,3.0,80.36,2.0,N,0.0,,12.02,0.68,-1.74,BASE,524.64,0.0,15.0,0.46,213.1477,C20H40N6O8S,5.0,4.0,0.0,0.39
CHEMBL340978,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,219327,BENOXAPROFEN,4.0,0,1,MOL,76114.0,Small molecule,1982.0,0,0,0,0,1,0,0,0,0,1976.0,-2.0,-profen,0,-profen,anti-inflammatory/analgesic agents (ibuprofen type),Analgesic; Anti-Inflammatory,1,0,0,301.73,4.34,3.0,1.0,63.33,3.0,N,0.0,4.66,0.09,4.13,1.45,ACID,301.73,3.0,21.0,0.78,301.0506,C16H12ClNO3,4.0,1.0,0.0,-1.02
CHEMBL3545057,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,1926906,ACETYLDIGITOXIN,4.0,1,1,MOL,53773.0,Small molecule,1982.0,1,0,0,0,1,0,1,0,0,,0.0,-oxin,0,-oxin,"fluoroquinolone derivatives, nonantibacterial indication (e.g., antineoplastic antibiotics)",,0,0,0,806.99,3.82,14.0,4.0,188.90,8.0,N,2.0,7.18,0.24,4.04,3.62,NEUTRAL,806.99,0.0,57.0,0.20,806.4453,C43H66O14,14.0,4.0,2.0,2.28
CHEMBL3545060,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1926909,ERYTHROMYCIN GLUCEPTATE,4.0,1,1,MOL,,Small molecule,1982.0,0,1,0,0,0,0,1,0,0,,0.0,-mycin,0,-mycin,antibiotics (Streptomyces strain),Antibacterial,0,0,0,733.94,1.79,14.0,5.0,193.91,7.0,N,2.0,12.45,8.38,2.60,1.57,NEUTRAL,960.12,0.0,51.0,0.24,733.4612,C44H81NO21,14.0,5.0,2.0,1.89
CHEMBL360055,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,306429,GALLAMINE,4.0,1,0,MOL,,Small molecule,1982.0,0,1,0,0,1,0,2,0,0,,0.0,,0,,,Neuromuscular Blocking Agent,0,0,0,510.83,5.45,3.0,0.0,27.69,21.0,N,2.0,,,-7.72,-7.72,NEUTRAL,510.83,1.0,36.0,0.21,510.4618,C30H60N3O3+3,6.0,0.0,2.0,-0.04
CHEMBL3989507,O.O.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],2197378,EDETATE DISODIUM,4.0,1,1,MOL,,Small molecule,1982.0,0,1,0,0,1,0,2,0,0,,1.0,,0,,,,0,0,0,336.21,,,,,,,,,,,,,372.24,,,,336.0546,C10H18N2Na2O10,,,,
CHEMBL3989568,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.[Ca+2],2197439,OXYTETRACYCLINE CALCIUM,4.0,1,1,MOL,,Small molecule,1982.0,1,0,0,0,1,0,1,0,0,,0.0,-cycline,0,-cycline,antibiotics (tetracycline derivatives),,0,0,0,460.44,-1.24,10.0,7.0,201.85,2.0,N,1.0,2.84,7.38,-4.50,-4.82,ACID,958.94,1.0,33.0,0.26,460.1482,C44H46CaN4O18,11.0,8.0,2.0,1.83
CHEMBL3989885,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)C(O)C(O)C(=O)O,2197756,TRIMEPRAZINE TARTRATE,4.0,1,1,MOL,,Small molecule,1982.0,1,0,0,0,0,0,0,0,0,,0.0,,0,,,,0,0,0,298.45,4.49,3.0,0.0,6.48,4.0,N,0.0,,9.42,4.41,2.40,BASE,747.00,2.0,21.0,0.82,298.1504,C40H50N4O6S2,2.0,0.0,0.0,-0.93
CHEMBL420,N=C(N)N/N=C/c1c(Cl)cccc1Cl,1202,GUANABENZ,4.0,1,0,MOL,5553.0,Small molecule,1982.0,1,0,0,0,1,0,2,0,0,1971.0,1.0,guan-; -nab-,0,guan-; -nab-,antihypertensives (guanidine derivatives); cannabinol derivatives,Antihypertensive,0,0,0,231.09,1.81,2.0,3.0,74.26,2.0,N,0.0,,8.18,2.18,1.34,NEUTRAL,231.09,1.0,14.0,0.41,230.0126,C8H8Cl2N4,4.0,4.0,0.0,-1.54
CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,7725,CROMOLYN,4.0,1,0,MOL,59773.0,Small molecule,1982.0,1,0,1,0,1,0,2,0,0,1968.0,2.0,,0,,,Anti-Asthmatic (prophylactic),0,0,0,468.37,2.11,9.0,3.0,173.71,8.0,N,0.0,1.55,,1.48,-5.57,ACID,468.37,4.0,34.0,0.35,468.0693,C23H16O11,11.0,3.0,1.0,0.22
CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2130,SULFAMERAZINE,4.0,1,1,MOL,102130.0,Small molecule,1982.0,1,0,0,0,1,0,2,0,0,,0.0,sulfa-,0,sulfa-,antimicrobials (sulfonamides derivatives),Antibacterial,0,0,0,264.31,1.17,5.0,2.0,97.97,3.0,N,0.0,6.99,2.00,0.52,0.08,NEUTRAL,264.31,2.0,18.0,0.81,264.0681,C11H12N4O2S,6.0,3.0,0.0,-1.71
CHEMBL440,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,2132,THIAMYLAL,4.0,1,0,MOL,9536.0,Small molecule,1982.0,0,1,0,0,1,0,0,0,0,,0.0,,0,,,Anesthetic (intravenous),0,0,0,254.35,1.52,3.0,2.0,58.20,5.0,N,0.0,7.20,,2.92,2.52,NEUTRAL,254.35,0.0,17.0,0.44,254.1089,C12H18N2O2S,4.0,2.0,0.0,0.30
CHEMBL441,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,2166,THIOPENTAL,4.0,1,0,MOL,102166.0,Small molecule,1982.0,0,0,1,0,1,0,0,0,0,,0.0,,0,,,Anesthetic (intravenous); Anticonvulsant,0,0,0,242.34,1.35,3.0,2.0,58.20,4.0,N,0.0,7.20,,2.78,2.38,NEUTRAL,242.34,0.0,16.0,0.58,242.1089,C11H18N2O2S,4.0,2.0,0.0,0.02
CHEMBL450,CCC1(CC)C(=O)NC(=O)N(C)C1=O,2408,METHARBITAL,4.0,1,1,MOL,,Small molecule,1982.0,1,0,0,0,1,0,2,0,0,,0.0,,0,,,,0,0,0,198.22,0.50,3.0,1.0,66.48,2.0,N,0.0,7.75,,0.94,0.78,NEUTRAL,198.22,0.0,14.0,0.66,198.1004,C9H14N2O3,5.0,1.0,0.0,-0.13
CHEMBL459265,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,504234,HEXAMETHYL PARAROSANILINE,4.0,1,0,MOL,77181.0,Small molecule,1982.0,0,0,1,0,1,0,2,0,0,,-2.0,,0,,,"Anti-Infective, Topical",1,0,0,372.54,4.46,2.0,0.0,9.49,4.0,N,0.0,,4.83,1.40,1.39,NEUTRAL,372.54,2.0,28.0,0.73,372.2434,C25H30N3+,3.0,0.0,0.0,-0.31
CHEMBL497,Oc1c(I)cc(Cl)c2cccnc12,8193,CLIOQUINOL,4.0,1,1,MOL,74460.0,Small molecule,1982.0,0,0,1,0,1,0,2,0,0,,-2.0,,0,,,"Anti-Amebic; Anti-Infective, Topical",1,0,0,305.50,3.20,2.0,1.0,33.12,0.0,N,0.0,7.34,3.28,3.36,3.03,NEUTRAL,305.50,2.0,13.0,0.76,304.9104,C9H5ClINO,2.0,1.0,0.0,-0.96
CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,8543,PINDOLOL,4.0,1,1,MOL,8214.0,Small molecule,1982.0,1,0,0,0,1,0,0,0,0,1970.0,1.0,-olol,0,-olol,beta-blockers (propranolol type),Vasodilator,0,0,0,248.33,1.91,3.0,3.0,57.28,6.0,N,0.0,,9.67,1.69,-0.53,BASE,248.33,2.0,18.0,0.73,248.1525,C14H20N2O2,4.0,3.0,0.0,-0.38
CHEMBL507674,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,508755,CEFOPERAZONE,4.0,1,0,MOL,3493.0,Small molecule,1982.0,0,1,0,0,1,0,1,0,0,1979.0,0.0,cef-,0,cef-,cephalosporins,Antibacterial,0,0,0,645.68,-1.11,13.0,4.0,220.26,9.0,N,2.0,3.19,,-0.90,-4.35,ACID,645.68,2.0,44.0,0.14,645.1424,C25H27N9O8S2,17.0,4.0,2.0,-0.92
CHEMBL524,COc1ccc(OC)c(C(O)C(C)N)c1,11775,METHOXAMINE,4.0,1,0,MOL,6839.0,Small molecule,1982.0,0,1,0,0,1,0,0,0,0,,0.0,,0,,,,0,0,0,211.26,1.08,4.0,2.0,64.71,4.0,N,0.0,13.61,9.28,0.57,-1.28,BASE,211.26,1.0,15.0,0.78,211.1208,C11H17NO3,4.0,3.0,0.0,0.24
CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,77456,DEXTROMETHORPHAN,4.0,1,0,MOL,,Small molecule,1982.0,1,0,0,0,1,0,1,0,0,1987.0,2.0,-orphan,0,-orphan,deuterated compounds; narcotic antagonists/agonists (morphinan derivatives),Antitussive,0,0,0,271.40,3.38,2.0,0.0,12.47,1.0,N,0.0,,9.85,3.49,1.08,BASE,271.40,1.0,20.0,0.78,271.1936,C18H25NO,2.0,0.0,0.0,1.15
CHEMBL527,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,11968,PIROXICAM,4.0,1,1,MOL,8249.0,Small molecule,1982.0,1,0,0,1,1,0,2,0,0,1974.0,1.0,-icam,0,-icam,anti-inflammatory agents (isoxicam type),"Anti-Inflammatory,Anti-Inflammatory; Analgesic",0,0,0,331.35,1.58,5.0,2.0,99.60,2.0,N,0.0,4.76,3.79,0.60,-1.52,ACID,331.35,2.0,23.0,0.87,331.0627,C15H13N3O4S,7.0,2.0,0.0,-1.18
CHEMBL547,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,13928,ISOTRETINOIN,4.0,1,1,MOL,6067.0,Small molecule,1982.0,1,0,0,1,1,0,2,0,0,1979.0,1.0,-retin-,0,-retin-,retinol derivatives,Keratolytic,0,0,0,300.44,5.60,1.0,1.0,37.30,5.0,N,1.0,4.76,,5.01,2.42,ACID,300.44,0.0,22.0,0.53,300.2089,C20H28O2,2.0,1.0,1.0,2.31
CHEMBL575,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,16716,METHICILLIN,4.0,1,0,MOL,6827.0,Small molecule,1982.0,0,1,0,0,1,0,1,0,0,1962.0,0.0,-cillin,0,-cillin,penicillins,Antibacterial,0,0,0,380.42,0.95,6.0,2.0,105.17,5.0,N,0.0,2.96,,0.79,-2.69,ACID,380.42,1.0,26.0,0.73,380.1042,C17H20N2O6S,8.0,2.0,0.0,0.43
CHEMBL606260,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],604643,CARBENICILLIN DISODIUM,4.0,1,1,MOL,34609.0,Small molecule,1982.0,0,1,0,0,1,0,0,0,0,1969.0,0.0,-cillin,0,-cillin,penicillins,Antibacterial,0,0,0,378.41,0.49,5.0,3.0,124.01,5.0,N,0.0,3.11,,0.82,-5.91,ACID,422.37,1.0,26.0,0.50,378.0886,C17H16N2Na2O6S,8.0,3.0,0.0,0.62
CHEMBL61593,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,92458,CYCLOTHIAZIDE,4.0,1,1,MOL,31448.0,Small molecule,1982.0,1,0,0,0,1,0,0,0,0,1963.0,0.0,-thiazide,0,-thiazide,diuretics (thiazide derivatives),Antihypertensive; Diuretic,0,0,0,389.89,1.23,5.0,3.0,118.36,2.0,N,0.0,9.06,,0.94,0.94,NEUTRAL,389.89,1.0,24.0,0.66,389.0271,C14H16ClN3O4S2,7.0,4.0,0.0,-0.67
CHEMBL620,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,26351,CLIDINIUM,4.0,1,0,MOL,,Small molecule,1982.0,1,0,0,0,1,0,0,0,0,1961.0,1.0,-ium,0,-ium,quaternary ammonium derivatives,Anticholinergic,0,0,0,352.45,2.70,3.0,1.0,46.53,4.0,N,0.0,11.05,,-1.08,-1.08,NEUTRAL,352.45,2.0,26.0,0.68,352.1907,C22H26NO3+,4.0,1.0,0.0,0.40
CHEMBL648,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,27546,CYCLIZINE,4.0,1,0,MOL,3994.0,Small molecule,1982.0,0,1,0,0,1,0,2,0,0,,0.0,,0,,,"Anti-Emetic,Antihistaminic,Antinauseant",0,0,0,266.39,3.02,2.0,0.0,6.48,3.0,N,0.0,,8.20,3.55,2.68,NEUTRAL,266.39,2.0,20.0,0.84,266.1783,C18H22N2,2.0,0.0,0.0,-0.90
CHEMBL64894,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],98346,GENTIAN VIOLET,4.0,1,1,MOL,41688.0,Small molecule,1982.0,0,0,1,0,1,0,2,0,0,,-2.0,,0,,,"Anti-Infective, Topical",1,0,0,372.54,4.46,2.0,0.0,9.49,4.0,N,0.0,,4.83,1.40,1.39,NEUTRAL,407.99,2.0,28.0,0.73,372.2434,C25H30ClN3,3.0,0.0,0.0,-0.31
CHEMBL673,C#CCN(C)Cc1ccccc1,28477,PARGYLINE,4.0,1,0,MOL,7930.0,Small molecule,1982.0,1,0,0,0,1,0,2,0,0,1962.0,0.0,,0,,,Antihypertensive,0,0,0,159.23,1.75,1.0,0.0,3.24,3.0,Y,0.0,,8.05,2.14,1.41,NEUTRAL,159.23,1.0,12.0,0.61,159.1048,C11H13N,1.0,0.0,0.0,-1.41
CHEMBL681,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,29090,ETOMIDATE,4.0,1,1,MOL,4910.0,Small molecule,1982.0,0,1,0,0,1,0,1,0,0,1975.0,1.0,,0,,,Sedative-Hypnotic,0,0,0,244.29,2.67,4.0,0.0,44.12,4.0,N,0.0,,4.25,2.50,2.50,NEUTRAL,244.29,2.0,18.0,0.78,244.1212,C14H16N2O2,4.0,0.0,0.0,-0.96
CHEMBL682,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,29097,AMODIAQUINE,4.0,1,1,MOL,2674.0,Small molecule,1982.0,1,0,0,0,1,0,2,0,0,,0.0,,0,,,"Antimalarial,Antiprotozoal",0,0,0,355.87,5.18,4.0,2.0,48.39,6.0,N,1.0,9.10,10.17,3.80,2.32,BASE,355.87,3.0,25.0,0.60,355.1451,C20H22ClN3O,4.0,2.0,1.0,-1.16
CHEMBL692,OCC(O)CO,31422,GLYCERIN,4.0,0,1,MOL,17754.0,Small molecule,1982.0,0,1,0,0,1,0,2,0,0,,1.0,,0,,,Pharmaceutic Aid (solvent); Pharmaceutic Aid (humectant),0,0,0,92.09,-1.67,3.0,3.0,60.69,2.0,N,0.0,13.61,,-1.84,-1.84,NEUTRAL,92.09,0.0,6.0,0.38,92.0473,C3H8O3,3.0,3.0,0.0,1.06
